epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,103930,0.77999,0.51252,0.98116,0.80203,0.66364,0.75098,0.4675,1.38219,1.184,1.40289,0.0008186,0.0008186,0.0008186
181,104218,0.78394,0.52515,0.9876,0.82895,0.65455,0.74889,0.4755,1.38193,1.24817,1.38417,0.000812,0.000812,0.000812
182,104507,0.81027,0.52384,0.99669,0.75118,0.66061,0.7252,0.45641,1.37257,1.21968,1.36686,0.0008054,0.0008054,0.0008054
183,104796,0.76908,0.50382,0.98814,0.79321,0.62121,0.7244,0.45075,1.41231,1.19964,1.39066,0.0007988,0.0007988,0.0007988
184,105087,0.76026,0.51474,0.97332,0.77934,0.61515,0.71986,0.44328,1.41123,1.22555,1.41763,0.0007922,0.0007922,0.0007922
185,105378,0.77357,0.50854,0.96662,0.79653,0.65758,0.72928,0.44875,1.42815,1.21547,1.46228,0.0007856,0.0007856,0.0007856
186,105654,0.76651,0.49554,0.98548,0.82084,0.63939,0.73631,0.46174,1.39915,1.17311,1.43875,0.000779,0.000779,0.000779
187,105948,0.7666,0.52964,0.98019,0.79519,0.67064,0.73834,0.46741,1.39155,1.23088,1.41357,0.0007724,0.0007724,0.0007724
188,106252,0.77365,0.48932,0.99506,0.7743,0.66364,0.72517,0.4715,1.36702,1.2703,1.39102,0.0007658,0.0007658,0.0007658
189,106594,0.73335,0.49071,0.96825,0.79889,0.65152,0.72567,0.46947,1.36812,1.20573,1.42011,0.0007592,0.0007592,0.0007592
190,107121,0.7653,0.50653,0.98084,0.83554,0.62424,0.73769,0.47913,1.32436,1.16977,1.3737,0.0007526,0.0007526,0.0007526
191,107618,0.7606,0.52139,0.98435,0.8353,0.5994,0.72517,0.46474,1.41027,1.20656,1.44642,0.000746,0.000746,0.000746
192,108026,0.78934,0.51785,0.9948,0.8491,0.59697,0.72656,0.46655,1.41151,1.24514,1.44634,0.0007394,0.0007394,0.0007394
193,108336,0.76611,0.50353,0.98104,0.76485,0.64069,0.74253,0.46014,1.42466,1.20456,1.44678,0.0007328,0.0007328,0.0007328
194,108654,0.77805,0.49764,0.9756,0.74309,0.68485,0.72901,0.45963,1.40473,1.27531,1.41386,0.0007262,0.0007262,0.0007262
195,108971,0.74907,0.49608,0.98373,0.76025,0.67265,0.72775,0.45994,1.37691,1.29201,1.38661,0.0007196,0.0007196,0.0007196
196,109302,0.75068,0.49995,0.97145,0.75496,0.68153,0.7361,0.4706,1.37938,1.22739,1.39494,0.000713,0.000713,0.000713
197,109618,0.74126,0.48828,0.97173,0.85556,0.62424,0.73772,0.47165,1.37666,1.2332,1.38497,0.0007064,0.0007064,0.0007064
198,109923,0.75841,0.49431,0.98031,0.81701,0.63939,0.74017,0.47351,1.35162,1.18926,1.38684,0.0006998,0.0006998,0.0006998
199,110222,0.75913,0.48673,0.97763,0.74658,0.7,0.73667,0.47288,1.38956,1.20591,1.40924,0.0006932,0.0006932,0.0006932
200,110518,0.76803,0.5007,0.97262,0.73933,0.69617,0.74441,0.48102,1.37044,1.18795,1.39147,0.0006866,0.0006866,0.0006866
201,110815,0.75065,0.49178,0.97108,0.82077,0.64848,0.73915,0.47491,1.37314,1.18849,1.3871,0.00068,0.00068,0.00068
202,111114,0.7523,0.49069,0.97134,0.79747,0.64431,0.73614,0.47401,1.34037,1.19208,1.36719,0.0006734,0.0006734,0.0006734
203,111406,0.76763,0.50399,1.00009,0.80315,0.65526,0.73391,0.47549,1.37067,1.28082,1.38156,0.0006668,0.0006668,0.0006668
204,111710,0.74141,0.48434,0.98312,0.83737,0.6303,0.73036,0.46985,1.38256,1.33094,1.38863,0.0006602,0.0006602,0.0006602
205,112009,0.73618,0.47876,0.97233,0.81765,0.63939,0.73381,0.47016,1.37304,1.22758,1.38864,0.0006536,0.0006536,0.0006536
206,112376,0.72884,0.48131,0.97511,0.70657,0.70049,0.73958,0.46423,1.40204,1.17865,1.43209,0.000647,0.000647,0.000647
207,112744,0.74651,0.49764,0.97075,0.75536,0.65758,0.73742,0.46745,1.40518,1.22437,1.40364,0.0006404,0.0006404,0.0006404
208,113107,0.72358,0.47377,0.95539,0.80523,0.64242,0.73437,0.47182,1.35962,1.26623,1.36625,0.0006338,0.0006338,0.0006338
209,113497,0.73432,0.46587,0.96214,0.7882,0.67663,0.74077,0.47817,1.34601,1.24201,1.34993,0.0006272,0.0006272,0.0006272
210,113853,0.70974,0.46505,0.95795,0.79758,0.66667,0.73655,0.47077,1.34783,1.18804,1.38884,0.0006206,0.0006206,0.0006206
211,114202,0.72433,0.466,0.97023,0.75352,0.67879,0.72885,0.47326,1.35553,1.22441,1.40989,0.000614,0.000614,0.000614
212,114583,0.6999,0.45507,0.96406,0.78073,0.6697,0.7263,0.47349,1.36821,1.30038,1.38036,0.0006074,0.0006074,0.0006074
213,114959,0.71584,0.47323,0.97283,0.72741,0.68182,0.72711,0.4776,1.3441,1.18037,1.38099,0.0006008,0.0006008,0.0006008
214,115267,0.70818,0.45884,0.95325,0.72872,0.69394,0.73677,0.48153,1.36493,1.21429,1.39899,0.0005942,0.0005942,0.0005942
215,115537,0.6854,0.73553,0.93281,0.80116,0.62727,0.73748,0.46969,1.37848,1.26496,1.38824,0.0005876,0.0005876,0.0005876
216,115821,0.74913,0.49169,0.98213,0.73829,0.67534,0.73159,0.46671,1.34842,1.21124,1.37979,0.000581,0.000581,0.000581
217,116095,0.70145,0.469,0.97002,0.75183,0.70303,0.74972,0.48256,1.35887,1.18839,1.41996,0.0005744,0.0005744,0.0005744
218,118562,0.72484,0.48548,0.95792,0.78068,0.63939,0.7302,0.47558,1.34029,1.17342,1.40024,0.0005678,0.0005678,0.0005678
219,118830,0.73037,0.49459,0.97633,0.75192,0.64848,0.72088,0.47345,1.34301,1.22862,1.376,0.0005612,0.0005612,0.0005612
220,119115,0.70886,0.465,0.94935,0.78665,0.6592,0.73698,0.47385,1.39627,1.18505,1.42512,0.0005546,0.0005546,0.0005546
221,119480,0.72275,0.46833,0.96136,0.81172,0.62709,0.72802,0.47655,1.352,1.20196,1.36947,0.000548,0.000548,0.000548
222,119977,0.72848,0.4694,0.99105,0.79311,0.66217,0.73304,0.48197,1.3846,1.19478,1.39204,0.0005414,0.0005414,0.0005414
223,120305,0.74466,0.49943,0.97234,0.77911,0.67338,0.73735,0.48762,1.33267,1.16433,1.37513,0.0005348,0.0005348,0.0005348
224,120616,0.66725,0.43904,0.93461,0.79931,0.68795,0.74526,0.49527,1.331,1.19478,1.37272,0.0005282,0.0005282,0.0005282
225,120982,0.70673,0.46238,0.95426,0.85446,0.63636,0.74179,0.48221,1.35863,1.22628,1.38782,0.0005216,0.0005216,0.0005216
226,121289,0.70158,0.45474,0.96065,0.80088,0.66667,0.73804,0.4903,1.3432,1.24352,1.37262,0.000515,0.000515,0.000515
227,121566,0.70541,0.46347,0.96835,0.74465,0.70696,0.73554,0.48455,1.34363,1.24886,1.3782,0.0005084,0.0005084,0.0005084
228,121849,0.71912,0.46255,0.96869,0.82765,0.65152,0.75185,0.48977,1.36434,1.20914,1.40479,0.0005018,0.0005018,0.0005018
229,122136,0.67418,0.44802,0.94811,0.84575,0.63939,0.74873,0.4922,1.35222,1.24334,1.39145,0.0004952,0.0004952,0.0004952
230,122411,0.69702,0.45491,0.94029,0.77335,0.6697,0.74419,0.47982,1.36775,1.15052,1.39524,0.0004886,0.0004886,0.0004886
231,122692,0.70449,0.53858,0.97142,0.79173,0.66667,0.7432,0.48143,1.34032,1.13683,1.37488,0.000482,0.000482,0.000482
232,122957,0.68058,0.44247,0.9417,0.7584,0.71343,0.75099,0.48735,1.36526,1.1531,1.41238,0.0004754,0.0004754,0.0004754
233,123266,0.68796,0.45417,0.94832,0.78278,0.68182,0.74873,0.49457,1.3474,1.14406,1.39133,0.0004688,0.0004688,0.0004688
234,163730,0.67032,0.44277,0.94856,0.80189,0.65007,0.74578,0.48999,1.33324,1.18963,1.38901,0.0004622,0.0004622,0.0004622
235,164150,0.6655,0.44226,0.93776,0.83536,0.64848,0.74877,0.49551,1.3324,1.18469,1.37177,0.0004556,0.0004556,0.0004556
236,164545,0.67014,0.44247,0.93897,0.8301,0.64848,0.74759,0.48531,1.33998,1.20448,1.36474,0.000449,0.000449,0.000449
237,164806,0.67674,0.4439,0.94721,0.78004,0.69091,0.74468,0.4865,1.35535,1.19014,1.39658,0.0004424,0.0004424,0.0004424
238,165083,0.67904,0.44572,0.95107,0.82951,0.66348,0.74846,0.48666,1.3565,1.1656,1.39842,0.0004358,0.0004358,0.0004358
239,165365,0.65593,0.42354,0.94141,0.79739,0.67576,0.74716,0.4799,1.3636,1.15237,1.40029,0.0004292,0.0004292,0.0004292
240,165649,0.67708,0.43384,0.95091,0.84246,0.66438,0.73839,0.47749,1.36705,1.20469,1.39152,0.0004226,0.0004226,0.0004226
241,165927,0.66802,0.43909,0.94006,0.8126,0.66667,0.74087,0.48153,1.35991,1.20657,1.39802,0.000416,0.000416,0.000416
242,166211,0.64648,0.43482,0.93671,0.78893,0.68788,0.74141,0.48563,1.37728,1.23893,1.4083,0.0004094,0.0004094,0.0004094
243,166485,0.65581,0.43036,0.9307,0.75098,0.67625,0.73256,0.47067,1.3769,1.28558,1.39728,0.0004028,0.0004028,0.0004028
244,166744,0.66825,0.43123,0.94269,0.84762,0.64848,0.73908,0.48011,1.34181,1.25066,1.37445,0.0003962,0.0003962,0.0003962
245,167013,0.68842,0.42666,0.95442,0.77969,0.68638,0.73935,0.48751,1.31924,1.26069,1.36168,0.0003896,0.0003896,0.0003896
246,167285,0.66659,0.43879,0.93892,0.77723,0.69091,0.75468,0.49089,1.34382,1.24787,1.38678,0.000383,0.000383,0.000383
247,167543,0.65128,0.42718,0.93653,0.73377,0.71212,0.74435,0.48916,1.33797,1.23508,1.3744,0.0003764,0.0003764,0.0003764
248,167800,0.64673,0.4183,0.93983,0.81084,0.6697,0.74832,0.49303,1.34647,1.19077,1.37913,0.0003698,0.0003698,0.0003698
249,168060,0.6702,0.43593,0.93777,0.78833,0.67715,0.75319,0.49758,1.3123,1.15033,1.36368,0.0003632,0.0003632,0.0003632
250,168327,0.65789,0.43121,0.93557,0.77419,0.7,0.74458,0.48612,1.37477,1.16099,1.41159,0.0003566,0.0003566,0.0003566
251,168597,0.63549,0.42174,0.92423,0.74722,0.69697,0.74639,0.48627,1.37405,1.19687,1.40174,0.00035,0.00035,0.00035
252,168868,0.64838,0.44247,0.93744,0.78431,0.68318,0.74023,0.48533,1.35686,1.24665,1.3841,0.0003434,0.0003434,0.0003434
253,169140,0.67153,0.43867,0.95012,0.81031,0.65758,0.73778,0.48271,1.36845,1.21541,1.40827,0.0003368,0.0003368,0.0003368
254,169413,0.65075,0.41784,0.93172,0.78114,0.70909,0.75221,0.488,1.38629,1.18769,1.42597,0.0003302,0.0003302,0.0003302
255,169685,0.64517,0.42739,0.93032,0.81961,0.6697,0.75452,0.48352,1.38296,1.20888,1.42292,0.0003236,0.0003236,0.0003236
256,169956,0.64484,0.43665,0.92815,0.77893,0.67576,0.73748,0.47742,1.37585,1.18162,1.41923,0.000317,0.000317,0.000317
257,170218,0.63494,0.40849,0.92334,0.7817,0.68485,0.74224,0.48156,1.37206,1.16588,1.4216,0.0003104,0.0003104,0.0003104
258,170483,0.66433,0.43317,0.95023,0.78855,0.67806,0.74499,0.48323,1.36586,1.18862,1.3927,0.0003038,0.0003038,0.0003038
259,170758,0.65266,0.4373,0.9576,0.79809,0.66364,0.7426,0.48492,1.38674,1.20094,1.40999,0.0002972,0.0002972,0.0002972
260,171032,0.64823,0.41971,0.94167,0.79457,0.67576,0.74237,0.48101,1.37623,1.21671,1.41121,0.0002906,0.0002906,0.0002906
261,171316,0.64091,0.43084,0.93342,0.80988,0.68182,0.74851,0.48363,1.36461,1.19593,1.40642,0.000284,0.000284,0.000284
262,171591,0.61724,0.41299,0.93623,0.80441,0.67299,0.73847,0.47774,1.39033,1.16733,1.42865,0.0002774,0.0002774,0.0002774
263,171880,0.63334,0.41642,0.92914,0.80559,0.69091,0.73922,0.47837,1.38915,1.18437,1.41801,0.0002708,0.0002708,0.0002708
264,172172,0.63078,0.41117,0.93853,0.80399,0.7,0.7409,0.4827,1.37296,1.19405,1.40807,0.0002642,0.0002642,0.0002642
265,172467,0.63232,0.40281,0.92791,0.79981,0.67798,0.74234,0.48813,1.36335,1.2266,1.40073,0.0002576,0.0002576,0.0002576
266,172741,0.63319,0.40559,0.92841,0.81518,0.66667,0.74012,0.48716,1.35224,1.22169,1.40038,0.000251,0.000251,0.000251
267,173013,0.63123,0.42301,0.92771,0.77545,0.69067,0.74312,0.49047,1.36238,1.21774,1.4067,0.0002444,0.0002444,0.0002444
268,173287,0.6461,0.42231,0.93838,0.80746,0.66364,0.74074,0.49081,1.35245,1.24334,1.39632,0.0002378,0.0002378,0.0002378
269,173557,0.64226,0.41971,0.92871,0.81334,0.6602,0.73306,0.47849,1.34876,1.22411,1.39561,0.0002312,0.0002312,0.0002312
270,173829,0.61025,0.39497,0.92826,0.83893,0.64242,0.73976,0.4851,1.34811,1.17204,1.40237,0.0002246,0.0002246,0.0002246
271,174101,0.63321,0.4102,0.93698,0.79762,0.68077,0.75116,0.49281,1.34823,1.14807,1.4032,0.000218,0.000218,0.000218
272,174368,0.61418,0.39364,0.93357,0.82652,0.66364,0.75068,0.49162,1.34337,1.13457,1.39616,0.0002114,0.0002114,0.0002114
273,174666,0.61905,0.40892,0.9297,0.80544,0.68485,0.74677,0.49335,1.34512,1.17228,1.39358,0.0002048,0.0002048,0.0002048
274,174945,0.63536,0.42995,0.94826,0.78843,0.68485,0.74142,0.4847,1.34831,1.23367,1.39323,0.0001982,0.0001982,0.0001982
275,175241,0.60834,0.41215,0.9238,0.82787,0.66061,0.74457,0.48901,1.36129,1.22565,1.4032,0.0001916,0.0001916,0.0001916
276,175538,0.61326,0.40369,0.92556,0.81516,0.6697,0.74423,0.48845,1.36251,1.20558,1.4122,0.000185,0.000185,0.000185
277,175824,0.62645,0.41646,0.93163,0.80257,0.67273,0.7333,0.48446,1.35117,1.19774,1.41478,0.0001784,0.0001784,0.0001784
278,176141,0.62749,0.40327,0.95193,0.84332,0.6361,0.73099,0.48151,1.35208,1.22302,1.40863,0.0001718,0.0001718,0.0001718
279,176469,0.62367,0.40855,0.93362,0.77927,0.69539,0.73696,0.48393,1.35493,1.20628,1.41532,0.0001652,0.0001652,0.0001652
280,176797,0.60694,0.3918,0.92041,0.76794,0.7,0.73832,0.48397,1.37473,1.19435,1.42476,0.0001586,0.0001586,0.0001586
281,177127,0.63259,0.41159,0.93669,0.76683,0.70606,0.74272,0.48237,1.38421,1.21456,1.42988,0.000152,0.000152,0.000152
282,177486,0.5977,0.3984,0.92446,0.75737,0.71515,0.74577,0.48285,1.37299,1.21116,1.42519,0.0001454,0.0001454,0.0001454
283,177803,0.60061,0.41292,0.92726,0.80543,0.68991,0.74947,0.48541,1.37123,1.19416,1.43898,0.0001388,0.0001388,0.0001388
284,178144,0.60905,0.40166,0.92804,0.78375,0.70909,0.75024,0.48736,1.36785,1.19448,1.43814,0.0001322,0.0001322,0.0001322
285,178476,0.6295,0.40635,0.93104,0.79784,0.68788,0.74721,0.48536,1.37259,1.21549,1.44641,0.0001256,0.0001256,0.0001256
286,178799,0.60104,0.38969,0.92973,0.79258,0.68318,0.74127,0.48359,1.37503,1.24031,1.43859,0.000119,0.000119,0.000119
287,179118,0.6083,0.42111,0.93085,0.79321,0.67416,0.74065,0.48362,1.38002,1.22125,1.43786,0.0001124,0.0001124,0.0001124
288,179435,0.59733,0.40258,0.91541,0.7869,0.68485,0.74046,0.4846,1.36745,1.19942,1.42327,0.0001058,0.0001058,0.0001058
289,179733,0.60554,0.41836,0.9214,0.78221,0.69394,0.7406,0.48742,1.37247,1.19801,1.43562,9.92e-05,9.92e-05,9.92e-05
290,180036,0.58527,0.39014,0.91685,0.79532,0.68182,0.74577,0.48858,1.37284,1.20858,1.43369,9.26e-05,9.26e-05,9.26e-05
291,180341,0.59287,0.37251,0.87089,0.84709,0.63636,0.74288,0.47611,1.37132,1.19353,1.4414,8.6e-05,8.6e-05,8.6e-05
292,180645,0.56266,0.38964,0.86663,0.80005,0.6303,0.72547,0.46384,1.37163,1.20968,1.44511,7.94e-05,7.94e-05,7.94e-05
293,180916,0.56572,0.34374,0.88222,0.81813,0.64242,0.73018,0.46566,1.36859,1.22254,1.44182,7.28e-05,7.28e-05,7.28e-05
294,181188,0.5506,0.36862,0.87954,0.81861,0.64274,0.72701,0.46836,1.38019,1.22211,1.4458,6.62e-05,6.62e-05,6.62e-05
295,181464,0.50017,0.3157,0.8548,0.78943,0.67576,0.73347,0.46697,1.38062,1.21267,1.43934,5.96e-05,5.96e-05,5.96e-05
296,181751,0.5239,0.32486,0.86662,0.79624,0.66061,0.73791,0.47205,1.37001,1.21147,1.43114,5.3e-05,5.3e-05,5.3e-05
297,182031,0.49028,0.31652,0.85382,0.79047,0.67449,0.74067,0.47664,1.36782,1.21759,1.43286,4.64e-05,4.64e-05,4.64e-05
298,182316,0.51611,0.31179,0.87903,0.77951,0.68564,0.74061,0.47513,1.37428,1.21463,1.43839,3.98e-05,3.98e-05,3.98e-05
299,182610,0.50753,0.32431,0.85091,0.80118,0.67163,0.74158,0.4766,1.37542,1.20439,1.44235,3.32e-05,3.32e-05,3.32e-05
300,182889,0.52205,0.30982,0.8581,0.79631,0.67576,0.74017,0.47648,1.37258,1.20581,1.44132,2.66e-05,2.66e-05,2.66e-05
